dim_campaign_key,campaign_id,campaign_name,campaign_message_type,campaign_start_date,campaign_end_date,campaign_target_count,message_content,campaign_source,campaign_window_id,campaign_target_count_delivered,campaign_window_name,segment_code,segment_desc,is_control
4787,100002266,17 20170720-MU+WF 7-7WML-ALL-GenX+Senior+Other-WE-OOL+DOY serum,ENGAGE - SMS,00:00.0,00:00.0,4611,"CELEBRATE 25th ANNIVERSARY! DISC 25% untuk Oils of Life Facial Oil 50ml, Drops of Youth Concentrate 30ml/50ml dan 23 produk lainnya, s/d 16Aug17. T&C Apply.",5,1000000215,4610,WML 6th Window SMS - THU - 20072017,103318,20170720-MU+WF 7-7WML-ALL-GenX+Senior+Other-WE-OOL+DOY serum,FALSE
4788,100002267,18 20170720-MU+WF 8-7WML-ALL-ALL-WE-WM oil+JCB EDT,ENGAGE - SMS,00:00.0,00:00.0,23727,"CELEBRATE 25th ANNIVERSARY! DISC 25% White Musk Pefume Oil 20ml, Japanese Cherry Blossom Eau de Toilette 50ml/100ml & 23 produk lainnya, s/d 16Aug17. T&C Apply",5,1000000215,23721,WML 6th Window SMS - THU - 20072017,103319,20170720-MU+WF 8-7WML-ALL-ALL-WE-WM oil+JCB EDT,FALSE
4789,100002268,19 20170720-MU+WF 9-7WML-ALL-ALL-WE-CBB Body Butter,ENGAGE - SMS,00:00.0,00:00.0,10672,"CELEBRATE 25th ANNIVERSARY! DISC 25% ALL Body Butter 200ml & 25 produk ICONIC terbaik kami, s/d 26Jul17. More info, visit www.thebodyshop.co.id. T&C Apply.",5,1000000215,10671,WML 6th Window SMS - THU - 20072017,103320,20170720-MU+WF 9-7WML-ALL-ALL-WE-CBB Body Butter,FALSE
4790,100002269,20 20170720-BC 1-7WML-ALL-GenX + Senior + Other-WE-Save 25% SPA Japanese Camelia Body Cream,ENGAGE - SMS,00:00.0,00:00.0,4257,"CELEBRATE 25th ANNIVERSARY! DISC 25% Spa of The World Japanese Camelia Body Cream 350ml & another 24 ICONIC products at store or online, s/d 16Aug17. T&C Apply",5,1000000215,4256,WML 6th Window SMS - THU - 20072017,103429,20170720-BC 1-7WML-ALL-GenX + Senior + Other-WE-Save 25% SPA Japanese Camelia Body Cream,FALSE
4791,100002270,21 20170720-BC 2-7WML-ALL-GenX + Senior + Other-WE-Save 25% ALL CBB Body Butter 200ML,ENGAGE - SMS,00:00.0,00:00.0,2040,"CELEBRATE 25th ANNIVERSARY! DISC 25% ALL Body Butter 200ml & 25 produk ICONIC terbaik kami, s/d 26Jul17. More info, visit www.thebodyshop.co.id. T&C Apply.",5,1000000215,2040,WML 6th Window SMS - THU - 20072017,103430,20170720-BC 2-7WML-ALL-GenX + Senior + Other-WE-Save 25% ALL CBB Body Butter 200ML,FALSE
4792,100002271,22 20170720-BC 3-7WML-ALL-GenX + Senior + Other-WE-Save 25% Peppermint Foot Spray,ENGAGE - SMS,00:00.0,00:00.0,1110,"CELEBRATE 25th ANNIVERSARY! Temukan DISC 25% utk Peppermint Foot Spray 100ml PLUS 24 produk ICONIC lainnya. Available at store & online, s/d 16Aug17. T&C Apply",5,1000000215,1110,WML 6th Window SMS - THU - 20072017,103431,20170720-BC 3-7WML-ALL-GenX + Senior + Other-WE-Save 25% Peppermint Foot Spray,FALSE
4793,100002272,23 20170720-BC 4-7WML-ALL-GenX + Senior + Other-WE-Save 25% Ginger Shampoo,ENGAGE - SMS,00:00.0,00:00.0,1544,CELEBRATE 25th ANNIVERSARY! DISC 25% for Ginger Anti-Dandruff Shampoo uk. 250ml/400ml & another 24 products. Available at store & online s/d 16Aug17. T&C Apply,5,1000000215,1544,WML 6th Window SMS - THU - 20072017,103432,20170720-BC 4-7WML-ALL-GenX + Senior + Other-WE-Save 25% Ginger Shampoo,FALSE
4794,100002273,24 20170720-BC 5-7WML-ALL-Teens + Millennials-WE-Save 25% Tea Tree Face Wash & Tea Tree Oil,ENGAGE - SMS,00:00.0,00:00.0,2249,CELEBRATE 25th ANNIVERSARY! DISC 25% for Tea Tree Oil 10ml/20ml & Face Wash 250ml PLUS 23 produk lainnya. Available at store & online s/d 16Aug17. T&C Apply.,5,1000000215,2248,WML 6th Window SMS - THU - 20072017,103433,20170720-BC 5-7WML-ALL-Teens + Millennials-WE-Save 25% Tea Tree Face Wash & Tea Tree Oil,FALSE
4795,100002274,25 20170720-BC 6-7WML-ALL-Teens + Millennials-WE-Save 25% Vitamin E Moist Cream NPD LE,ENGAGE - SMS,00:00.0,00:00.0,27054,"CELEBRATE 25th ANNIVERSARY! DISC 25% Vitamin E Moisture Cream Limited Edition 50ml/100ml & 24 produk ICONIC lainnya, at store & online s/d 16Aug17. T&C Apply.",5,1000000215,27048,WML 6th Window SMS - THU - 20072017,103434,20170720-BC 6-7WML-ALL-Teens + Millennials-WE-Save 25% Vitamin E Moist Cream NPD LE,FALSE
4797,100002276,27 20170720-BC 8-7WML-ALL-ALL AGE GROUP-WE-General Message Disc.25% Iconic Product,ENGAGE - SMS,00:00.0,00:00.0,22815,"CELEBRATE 25th ANNIVERSARY! Enjoy DISC 25% for our 25 ICONIC products, grab it at store & online, s/d 16Aug17. Find out more at www.thebodyshop.co.id T&C Apply",5,1000000215,22812,WML 6th Window SMS - THU - 20072017,103436,20170720-BC 8-7WML-ALL-ALL AGE GROUP-WE-General Message Disc.25% Iconic Product,FALSE
4798,100002277,1 20170724-FSC 1-7WML-LYBC FAN-ALL Age Group-WD-25% Disc for iconic Product,ENGAGE - SMS,00:00.0,00:00.0,7602,"CELEBRATE 25th ANNIVERSARY! Enjoy DISC 25% for 25 ICONIC Best Selling products at store and online, s/d 16Aug17. Grab our best offer every day! T&C Apply.",5,1000000216,7596,WML 7th Window SMS - MON - 24072017,103265,20170724-FSC 1-7WML-LYBC FAN-ALL Age Group-WD-25% Disc for iconic Product,FALSE
4799,100002278,2 20170724-FSC 2-7WML-LYBC Club-ALL Age Group-WD-25% Disc for iconic Product,ENGAGE - SMS,00:00.0,00:00.0,23117,"CELEBRATE 25th ANNIVERSARY! Enjoy DISC 25% for 25 ICONIC Best Selling products at store and online, s/d 16Aug17. Grab our best offer every day! T&C Apply.",5,1000000216,23110,WML 7th Window SMS - MON - 24072017,103267,20170724-FSC 2-7WML-LYBC Club-ALL Age Group-WD-25% Disc for iconic Product,FALSE
4800,100002279,3 20170724-MU 1-7WML-FAN-ALL-WD-25 iconic+Anniv Pack,ENGAGE - SMS,00:00.0,00:00.0,6157,"CELEBRATE 25th ANNIVERSARY! Get 25% off for our 25 ICONIC products & Limited Edition Anniversary Package, s/d 16Aug17. Visit: www.thebodyshop.co.id. T&C Apply",5,1000000216,6157,WML 7th Window SMS - MON - 24072017,103323,20170724-MU 1-7WML-FAN-ALL-WD-25 iconic+Anniv Pack,FALSE
4801,100002280,4 20170724-WF 1-7WML-FAN-ALL-WD-25 iconic+Anniv Pack,ENGAGE - SMS,00:00.0,00:00.0,5160,"CELEBRATE 25th ANNIVERSARY! Get 25% off for our 25 ICONIC products & Limited Edition Anniversary Package, s/d 16Aug17. Visit: www.thebodyshop.co.id. T&C Apply",5,1000000216,5160,WML 7th Window SMS - MON - 24072017,103326,20170724-WF 1-7WML-FAN-ALL-WD-25 iconic+Anniv Pack,FALSE
4802,100002281,5 20170724-BC 1-7WML-LYBC FAN-GenX + Senior + Other-WD-Disc. 25% ALL Iconic Product,ENGAGE - SMS,00:00.0,00:00.0,5153,"CELEBRATE 25th ANNIVERSARY! Special DISC 25% for our 25 ICONIC products. Available at store & online, s/d 16Aug17. Kunjungi: www.thebodyshop.co.id. T&C Apply.",5,1000000216,5151,WML 7th Window SMS - MON - 24072017,103437,20170724-BC 1-7WML-LYBC FAN-GenX + Senior + Other-WD-Disc. 25% ALL Iconic Product,FALSE
4803,100002282,6 20170724-BC 2-7WML-LYBC FAN-Teens + Millennials-WD-Disc. 25% ALL Iconic Product,ENGAGE - SMS,00:00.0,00:00.0,3747,"CELEBRATE 25th ANNIVERSARY! GET 25% off for our 25 ICONIC products. Available at store & online, s/d 16Aug17. Find out more at www.thebodyshop.co.id. T&C Apply",5,1000000216,3747,WML 7th Window SMS - MON - 24072017,103438,20170724-BC 2-7WML-LYBC FAN-Teens + Millennials-WD-Disc. 25% ALL Iconic Product,FALSE
4804,100002283,7 20170724-BC 3-7WML-LYBC CLUB-GenX + Senior + Other-WD-Disc. 25% ALL Iconic Product,ENGAGE - SMS,00:00.0,00:00.0,14630,"CELEBRATE 25th ANNIVERSARY! Special DISC 25% for our 25 ICONIC products. Available at store & online, s/d 16Aug17. Kunjungi: www.thebodyshop.co.id. T&C Apply.",5,1000000216,14628,WML 7th Window SMS - MON - 24072017,103439,20170724-BC 3-7WML-LYBC CLUB-GenX + Senior + Other-WD-Disc. 25% ALL Iconic Product,FALSE
4805,100002284,8 20170724-BC 4-7WML-LYBC CLUB-Teens + Millennials-WD-Disc. 25% ALL Iconic Product,ENGAGE - SMS,00:00.0,00:00.0,17761,"CELEBRATE 25th ANNIVERSARY! GET 25% off for our 25 ICONIC products. Available at store & online, s/d 16Aug17. Find out more at www.thebodyshop.co.id. T&C Apply",5,1000000216,17758,WML 7th Window SMS - MON - 24072017,103440,20170724-BC 4-7WML-LYBC CLUB-Teens + Millennials-WD-Disc. 25% ALL Iconic Product,FALSE
4806,100002302,WML 3rd Additional SMS Re-Opening Sun Plaza Medan - Fri - 28072017,ENGAGE - SMS,00:00.0,00:00.0,11905,"NEW PLACE, MORE HAPPINESS! Kini toko kami di Sun Plaza Medan pindah lokasi ke GF A11-12. Come & get DISC 25% for our 25 ICONIC products s/d 16Aug17. T&C Apply.",5,1000000220,11904,WML 3rd Additional SMS Re-Opening Sun Plaza Medan - FRI - 28072017,103689,[Additional SMS] 20170728-3-7WML-ALL-ALL AGE GROUP-WE/WD-RELOCATION SUN PLAZA MEDAN,FALSE
4814,100002362,WML 5th Window Push Notification - WED - 02082017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,59572,"Glow or Matte? Your Make-up, Your Style",5,1000000228,59334,WML 5th Window Push Notification - WED - 02082017,103626,20170802-5-7WML-LYB-ALL-Push Notification #5,FALSE
4815,100002363,WML 4th Additional SMS Re-opening Plaza Semanggi - WED - 09072017,ENGAGE - SMS,00:00.0,00:00.0,7928,"BE OUR GUEST! Come to our new store Plaza Semanggi Jakarta UG Floor No.041. Get your last chance for DISC 25% on our ICONIC products, s/d 16Aug17. T&C Apply.",5,1000000229,7927,WML 4th Additional SMS Re-Opening Plaza Semanggi - WED - 09082017,103755,[Additional SMS] 20170809-1-7WML-ALL-ALL AGE GROUP-WE/WD-RELOCATION NEW SEMANGGI STORE II,FALSE
4816,100002364,1 20170807-FSC 1-7WML-LYBC FAN-ALL-WD-last chance 25th Anniversary,ENGAGE - SMS,00:00.0,00:00.0,4196,"LAST CHANCE, GET IT OR REGRET IT! Dapatkan DISC 25% untuk 25 ICONIC produk kami, s/d 16Aug17. T&C Apply. Find our best seller products here: bit.ly/25icons",5,1000000230,4195,WML 11th Window SMS - MON - 07082017,103273,20170807-FSC 1-7WML-LYBC FAN-ALL-WD-last chance 25th Anniversary,FALSE
4817,100002365,2 20170807-MU 1-7WML-FAN-ALL-WD-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,6658,"LAST CHANCE, GRAB IT FAST! Get DISC 25% on our 25 ICONIC best selling products, s/d 16Aug17. T&C Apply. Find your choice of amazing items here: bit.ly/25icons",5,1000000230,6658,WML 11th Window SMS - MON - 07082017,103369,20170807-MU 1-7WML-FAN-ALL-WD-25% iconic+anniv pack,FALSE
4818,100002366,3 20170807-MU 2-7WML-CLUB-ALL-WD-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,21035,"HURRY UP, BEFORE THE SEASON END! Enjoy DISC 25% for our TOP 25 ICONIC products, s/d 16Aug17. T&C Apply. Find your favorite products here: bit.ly/25icons",5,1000000230,21035,WML 11th Window SMS - MON - 07082017,103370,20170807-MU 2-7WML-CLUB-ALL-WD-25% iconic+anniv pack,FALSE
4819,100002367,4 20170807-WF 1-7WML-FAN-ALL-WD-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,6668,"LAST CHANCE, GRAB IT FAST! Get DISC 25% on our 25 ICONIC best selling products, s/d 16Aug17. T&C Apply. Find your choice of amazing items here: bit.ly/25icons",5,1000000230,6668,WML 11th Window SMS - MON - 07082017,103371,20170807-WF 1-7WML-FAN-ALL-WD-25% iconic+anniv pack,FALSE
4820,100002368,5 20170807-WF 2-7WML-CLUB-ALL-WD-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,27295,"HURRY UP, BEFORE THE SEASON END! Enjoy DISC 25% for our TOP 25 ICONIC products, s/d 16Aug17. T&C Apply. Find your favorite products here: bit.ly/25icons",5,1000000230,27294,WML 11th Window SMS - MON - 07082017,103372,20170807-WF 2-7WML-CLUB-ALL-WD-25% iconic+anniv pack,FALSE
4821,100002369,1 20170810-FSC 1-7WML-LYBC FAN-ALL-WE-last chance 25th Anniversary,ENGAGE - SMS,00:00.0,00:00.0,19048,"LAST CHANCE, GET IT OR REGRET IT! Dapatkan DISC 25% untuk 25 ICONIC produk kami, s/d 16Aug17. T&C Apply. Find our best seller products here: bit.ly/25icons",5,1000000231,19045,WML 12th Window SMS - THU - 10082017,103276,20170810-FSC 1-7WML-LYBC FAN-ALL-WE-last chance 25th Anniversary,FALSE
4822,100002370,2 20170810-FSC 2-7WML-LYBC Club-ALL-WE-last chance 25th Anniversary,ENGAGE - SMS,00:00.0,00:00.0,33128,"LAST CHANCE to get DISC 25% for our ICONIC products! Temukan berbagai koleksi 25 produk ICONIC kami, s/d 16Aug17. T&C Apply. Grab it fast: bit.ly/25icons",5,1000000231,33125,WML 12th Window SMS - THU - 10082017,103279,20170810-FSC 2-7WML-LYBC Club-ALL-WE-last chance 25th Anniversary,FALSE
4823,100002371,3 20170810-MU 1-7WML-FAN-ALL-WE-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,33660,"LAST CHANCE, GRAB IT FAST! Get DISC 25% on our 25 ICONIC best selling products, s/d 16Aug17. T&C Apply. Find your choice of amazing items here: bit.ly/25icons",5,1000000231,33658,WML 12th Window SMS - THU - 10082017,103373,20170810-MU 1-7WML-FAN-ALL-WE-25% iconic+anniv pack,FALSE
4824,100002372,4 20170810-MU 2-7WML-CLUB-ALL-WE-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,50563,"HURRY UP, BEFORE THE SEASON END! Enjoy DISC 25% for our TOP 25 ICONIC products, s/d 16Aug17. T&C Apply. Find your favorite products here: bit.ly/25icons",5,1000000231,50561,WML 12th Window SMS - THU - 10082017,103374,20170810-MU 2-7WML-CLUB-ALL-WE-25% iconic+anniv pack,FALSE
4825,100002373,5 20170810-WF 1-7WML-FAN-ALL-WE-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,31778,"LAST CHANCE, GRAB IT FAST! Get DISC 25% on our 25 ICONIC best selling products, s/d 16Aug17. T&C Apply. Find your choice of amazing items here: bit.ly/25icons",5,1000000231,31776,WML 12th Window SMS - THU - 10082017,103375,20170810-WF 1-7WML-FAN-ALL-WE-25% iconic+anniv pack,FALSE
4826,100002374,6 20170810-WF 2-7WML-CLUB-ALL-WE-25% iconic+anniv pack,ENGAGE - SMS,00:00.0,00:00.0,66167,"HURRY UP, BEFORE THE SEASON END! Enjoy DISC 25% for our TOP 25 ICONIC products, s/d 16Aug17. T&C Apply. Find your favorite products here: bit.ly/25icons",5,1000000231,66165,WML 12th Window SMS - THU - 10082017,103376,20170810-WF 2-7WML-CLUB-ALL-WE-25% iconic+anniv pack,FALSE
4829,100002379,WML 6th Window Push Notification - WED - 09082017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,67927,Find Your Personality in Our Musk Family!,5,1000000233,67652,WML 6th Window Push Notification - WED - 09082017,103627,20170809-6-7WML-LYB-ALL-Push Notification #6,FALSE
4832,100002411,1 20170817-1-7WML-LYB-ALL AGE GROUP-WE/WD-Push Notification #1,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,54819,"Shop More, Spend Less, SALE up to 50% OFF!",5,1000000237,54675,The Sale 1st Window Push Notification - Thu - 17082017,104079,20170817-1-8SALE-LYB-ALL AGE GROUP-WE/WD-Push Notification #1,FALSE
4833,100002412,1 20170821-MU+WF 1-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Rainforest Shampoo & Conditioner,ENGAGE - SMS,00:00.0,00:00.0,991,"Give more love to your hair! Dapatkan DISC 25% untuk Rainforest Shampoo 250ml dan Conditioner 250ml, s/d 6Sep17. T&C Apply. Get yours here: bit.ly/TBSRainf",5,1000000238,989,The Sale 2nd Window SMS - MON - 21082017,103880,20170821-MU+WF 1-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Rainforest Shampoo & Conditioner,FALSE
4834,100002413,2 20170821-MU+WF 2-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Mens EDT,ENGAGE - SMS,00:00.0,00:00.0,2428,"BE YOUR CHARISMATIC SELF! Enjoy 25% DISC on our selected Eau de Toilette Kistna/Arber/White Musk for Men, s/d 6Sep17. T&C Apply. Buy now: bit.ly/TBSMFragrance",5,1000000238,2428,The Sale 2nd Window SMS - MON - 21082017,103881,20170821-MU+WF 2-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Mens EDT,FALSE
4835,100002414,3 20170821-MU+WF 3-8SALE-LYB FAN-ALL AGE GROUP-WD-Disc 25% Bundle FSC,ENGAGE - SMS,00:00.0,00:00.0,2672,"GET 25% DISC on 4 Steps Skincare Bundle (Vitamin E/Vitamin C/Drops of Youth/Drops of Light/Oils of Life), s/d 6Sep17. T&C Apply. Get yours here: bit.ly/4StepSC",5,1000000238,2672,The Sale 2nd Window SMS - MON - 21082017,103885,20170821-MU+WF 3-8SALE-LYB FAN-ALL AGE GROUP-WD-Disc 25% Bundle FSC,FALSE
4836,100002415,4 20170821-MU+WF 4-8SALE-LYB FAN-GenX+Senior+Other-WD-Disc 25% DTE+Eye Color Stick,ENGAGE - SMS,00:00.0,00:00.0,2279,"GRAB IT, LINE IT! So easy to get natural look. Get 25% Disc for Eye Colour Stick & Down to Earth Quad Palette s/d 6Sep17. T&C Apply. Shop now: bit.ly/TBSEyes17",5,1000000238,2279,The Sale 2nd Window SMS - MON - 21082017,103897,20170821-MU+WF 4-8SALE-LYB FAN-GenX+Senior+Other-WD-Disc 25% DTE+Eye Color Stick,FALSE
4837,100002416,5 20170821-MU+WF 5-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Matte Lipstick,ENGAGE - SMS,00:00.0,00:00.0,19479,"NATURAL BEAUTY OF EYE COLOURS! DISC 25% untuk Down to Earth Quad Palette: Black/Brown/Grey/Gold/Plum, s/d 6Sep17. T&C Apply. Pick yours now: bit.ly/TBSEyes17",5,1000000238,19477,The Sale 2nd Window SMS - MON - 21082017,103901,20170821-MU+WF 5-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Matte Lipstick,FALSE
4838,100002417,6 20170821-MU+WF 6-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Indian Night Jasmine,ENGAGE - SMS,00:00.0,00:00.0,19648,"Nikmati DISC 25% untuk rangkaian Indian Night Jasmine, s/d 6Sep17. Rasakan aroma floral yang lembut dan menyegarkan. T&C Apply. Buy now: bit.ly/INJasmine",5,1000000238,19643,The Sale 2nd Window SMS - MON - 21082017,103905,20170821-MU+WF 6-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% Indian Night Jasmine,FALSE
4839,100002418,7 20170821-MU+WF 7-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% CBB Mist,ENGAGE - SMS,00:00.0,00:00.0,6052,Spritz on to enjoy the fresh & sweet scents! DISC 25% untuk aroma Nutty-Fruity Body Mist 100ml s/d 6Sep17. T&C Apply. Find your favorites here: bit.ly/TBSMist,5,1000000238,6044,The Sale 2nd Window SMS - MON - 21082017,103906,20170821-MU+WF 7-8SALE-ALL TIER-ALL AGE GROUP-WD-Disc 25% CBB Mist,FALSE
4840,100002419,8 20170821-FSC 1-8SALE-FAN-Gen X & Senior-WD-Any 4 Save 25% OOL,ENGAGE - SMS,00:00.0,00:00.0,53,"Get 25% DISC for our Bundle Oils of Life: Essence Lotion+Facial Oil+Revitalizing Cream+Eye Cream Gel, until 6Sep17. T&C Apply. Find out here: bit.ly/4StepSC",5,1000000238,53,The Sale 2nd Window SMS - MON - 21082017,103790,20170821-FSC 1-8SALE-FAN-Gen X & Senior-WD-Any 4 Save 25% OOL,FALSE
4841,100002420,9 20170821-FSC 2-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% DOL,ENGAGE - SMS,00:00.0,00:00.0,1128,SOLUTION FOR BRIGHTER SKIN! DISC 25% utk Bundle Drops of Life: Essence Lotion+Liquid Peel+Serum+Day Cream s/d 6Sep17. T&C Apply. Get yours now: bit.ly/4StepSC,5,1000000238,1128,The Sale 2nd Window SMS - MON - 21082017,103791,20170821-FSC 2-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% DOL,FALSE
4842,100002421,The Sale 2nd window Push Notification - MON - 21082017,ENGAGE - MOBILE APP NOTIFICATION,00:00.0,00:00.0,54819,"More for Less! Skin Care Bundle, Just for You",5,1000000239,48436,The Sale 2nd Window Push Notification - MON - 21082017,104080,20170821-2-7WML-LYB-ALL AGE GROUP-WE/WD-Push Notification #2,FALSE
4843,100002422,10 20170821-FSC 3-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% DOY,ENGAGE - SMS,00:00.0,00:00.0,1004,"GET 25% DISC on our Bundle Drops of Youth: Essence Lotion+Liquid Peel+Concentrate+Day Cream, s/d 6Sep17. T&C Apply. Get the range here: bit.ly/4StepSC",5,1000000238,1004,The Sale 2nd Window SMS - MON - 21082017,103792,20170821-FSC 3-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% DOY,FALSE
4844,100002423,11 20170821-FSC 4-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% VITC,ENGAGE - SMS,00:00.0,00:00.0,581,"SAY NO TO DULL SKIN! DISC 25% on our Bundle Vitamin C: Day Cream+Face Polish+Skin Boost+Liquid Peel, until 6Sep17. T&C Apply. Get yours here: bit.ly/4StepSC",5,1000000238,581,The Sale 2nd Window SMS - MON - 21082017,103793,20170821-FSC 4-8SALE-FAN-ALL Age Group-WD-Any 4 Save 25% VITC,FALSE
4845,100002424,12 20170821-FSC 5-8SALE-FAN-ALL Age Group-WD-Save 25% Matte Lipstick,ENGAGE - SMS,00:00.0,00:00.0,915,"MEET OUR MATTE! Dapatkan DISC 25% untuk Colour Crush Matte Lipstick yg terbuat dari bahan 100% vegetarian, s/d 6Sep17. T&C Apply. Get it now: bit.ly/MatteLip17",5,1000000238,915,The Sale 2nd Window SMS - MON - 21082017,103794,20170821-FSC 5-8SALE-FAN-ALL Age Group-WD-Save 25% Matte Lipstick,FALSE
4846,100002425,13 20170821-FSC 6-8SALE-FAN-ALL Age Group-WD-Save 25% Selected Shampoo & Conditioner,ENGAGE - SMS,00:00.0,00:00.0,63,"Give more love to your hair! Dapatkan DISC 25% untuk Rainforest Shampoo 250ml dan Conditioner 250ml, s/d 6Sep17. T&C Apply. Get yours here: bit.ly/TBSRainf",5,1000000238,63,The Sale 2nd Window SMS - MON - 21082017,103795,20170821-FSC 6-8SALE-FAN-ALL Age Group-WD-Save 25% Selected Shampoo & Conditioner,FALSE
4847,100002426,14 20170821-FSC 7-8SALE-FAN-ALL Age Group-WD-Save 50% Selected Body Sorbet,ENGAGE - SMS,00:00.0,00:00.0,2497,"Cool down your skin during sunny day! Enjoy DISC 50% on selected Body Sorbet, s/d6Sep17. Say hello to sunshine. T&C Apply. Get yours here: bit.ly/TBSSorbet",5,1000000238,2497,The Sale 2nd Window SMS - MON - 21082017,103796,20170821-FSC 7-8SALE-FAN-ALL Age Group-WD-Save 50% Selected Body Sorbet,FALSE
4848,100002427,15 20170821-FSC 8-8SALE-CLUB-ALL Age Group-WD-Any 4 Save 25% DOL,ENGAGE - SMS,00:00.0,00:00.0,254,SOLUTION FOR BRIGHTER SKIN! DISC 25% utk Bundle Drops of Life: Essence Lotion+Liquid Peel+Serum+Day Cream s/d 6Sep17. T&C Apply. Get yours now: bit.ly/4StepSC,5,1000000238,254,The Sale 2nd Window SMS - MON - 21082017,103797,20170821-FSC 8-8SALE-CLUB-ALL Age Group-WD-Any 4 Save 25% DOL,FALSE
4849,100002428,16 20170821-FSC 9-8SALE-CLUB-ALL Age Group-WD-Any 4 Save 25% DOY,ENGAGE - SMS,00:00.0,00:00.0,283,"GET 25% DISC on our Bundle Drops of Youth: Essence Lotion+Liquid Peel+Concentrate+Day Cream, s/d 6Sep17. T&C Apply. Get the range here: bit.ly/4StepSC",5,1000000238,283,The Sale 2nd Window SMS - MON - 21082017,103798,20170821-FSC 9-8SALE-CLUB-ALL Age Group-WD-Any 4 Save 25% DOY,FALSE
4850,100002429,17 20170821-FSC 10-8SALE-CLUB-ALL Age Group-WD-Save 25% Matte Lipstick,ENGAGE - SMS,00:00.0,00:00.0,3058,"MEET OUR MATTE! Dapatkan DISC 25% untuk Colour Crush Matte Lipstick yg terbuat dari bahan 100% vegetarian, s/d 6Sep17. T&C Apply. Get it now: bit.ly/MatteLip17",5,1000000238,3058,The Sale 2nd Window SMS - MON - 21082017,103799,20170821-FSC 10-8SALE-CLUB-ALL Age Group-WD-Save 25% Matte Lipstick,FALSE
4851,100002430,18 20170821-FSC 11-8SALE-CLUB-ALL Age Group-WD-Save 25% Selected Shampoo & Coditioner,ENGAGE - SMS,00:00.0,00:00.0,297,"Give more love to your hair! Dapatkan DISC 25% untuk Rainforest Shampoo 250ml dan Conditioner 250ml, s/d 6Sep17. T&C Apply. Get yours here: bit.ly/TBSRainf",5,1000000238,296,The Sale 2nd Window SMS - MON - 21082017,103800,20170821-FSC 11-8SALE-CLUB-ALL Age Group-WD-Save 25% Selected Shampoo & Coditioner,FALSE
4852,100002431,19 20170821-FSC 12-8SALE-CLUB-ALL Age Group-WD-Save 50% Selected Body Sorbet,ENGAGE - SMS,00:00.0,00:00.0,15502,"Cool down your skin during sunny day! Enjoy DISC 50% on selected Body Sorbet, s/d6Sep17. Say hello to sunshine. T&C Apply. Get yours here: bit.ly/TBSSorbet",5,1000000238,15496,The Sale 2nd Window SMS - MON - 21082017,103801,20170821-FSC 12-8SALE-CLUB-ALL Age Group-WD-Save 50% Selected Body Sorbet,FALSE
4853,100002432,20 20170821-BC 1-8SALE-FAN-Teens + Millennials-WD-Disc Up to 50%,ENGAGE - SMS,00:00.0,00:00.0,3037,"IT'S NOW OR NEVER! Don't miss the chance to get DISC UP TO 50% on our BEST products, s/d 6Sep17. T&C Apply. Grab your beauty essentials here: bit.ly/TheSale17",5,1000000238,3036,The Sale 2nd Window SMS - MON - 21082017,103806,20170821-BC 1-8SALE-FAN-Teens + Millennials-WD-Disc Up to 50%,FALSE
4854,100002433,21 20170821-BC 2-8SALE-CLUB-Teens + Millennials-WD-Disc Up to 50%,ENGAGE - SMS,00:00.0,00:00.0,15493,"IT'S NOW OR NEVER! Don't miss the chance to get DISC UP TO 50% on our BEST products, s/d 6Sep17. T&C Apply. Grab your beauty essentials here: bit.ly/TheSale17",5,1000000238,15487,The Sale 2nd Window SMS - MON - 21082017,103807,20170821-BC 2-8SALE-CLUB-Teens + Millennials-WD-Disc Up to 50%,FALSE
